product_id,product_name,price,size,weight,talent,feature,front_url,side_url,back_url
CC023,Gigglespike Pufflet,1.080,67,6.3,Master of Playroom,"Sporting wild, magenta fur and a joyful toothy smile, Gigglespike Pufflet lights up the room with endless enthusiasm. Its playful energy and gentle hugs make it the heart of imaginative adventures.",https://spacko.de/CREATURES/CC023/front.png,https://spacko.de/CREATURES/CC023/side.png,https://spacko.de/CREATURES/CC023/back.png
CC024,Twinkletooth Wobble,4850,68,3.0,Master of Playroom,"Bright-eyed and bouncy, Twinkletooth Wobble's soft blue and pink coat radiates gentle charm. Known for spontaneous dance parties and contagious laughter, it inspires happiness for little ones and grown-ups alike.",https://spacko.de/CREATURES/CC024/front.png,https://spacko.de/CREATURES/CC024/side.png,https://spacko.de/CREATURES/CC024/back.png
CC025,Sunberry Sprite,599,48,8.2,Master of Garden,"A whimsical creature with a glowing, golden orb-shaped head and dotted texture, sprouting from a lush green stem and broad leaves. Cheerful and radiant, the Sunberry Sprite brightens any room, perfect for spreading warmth and wonder in every corner.",https://spacko.de/CREATURES/CC025/front.png,https://spacko.de/CREATURES/CC025/side.png,https://spacko.de/CREATURES/CC025/back.png
CC027,Mossypuff Fawn,1345,20,45,Master of Playroom,"This adorable, wide-eyed cocoa-and-teal fuzzball exudes gentle curiosity. With its big golden eyes and soft fur, Mossypuff Fawn invites hugs and adds a magical touch to shelves or nooks.",https://spacko.de/CREATURES/CC026/front.png,https://spacko.de/CREATURES/CC026/side.png,https://spacko.de/CREATURES/CC026/back.png
CC028,Glowgleam Orb,3900,21,33,Master of Playroom,"Featuring a smooth, speckled peach exterior and mesmerizing amber eyes, Glowgleam Orb enchants all who see it. Quiet and thoughtful, it brings a calming, watchful presence to imaginative play.",https://spacko.de/CREATURES/CC027/front.png,https://spacko.de/CREATURES/CC027/side.png,https://spacko.de/CREATURES/CC027/back.png
CC026,Sparkspore Lumi,2.220,34,2.7,Master of Toilet,"Sparkspore Lumi fascinates with a crown of glowing orange filaments and round, gleaming base. Energetic and captivating, it turns any space into a realm of light and wonder.",https://spacko.de/CREATURES/CC028/front.png,https://spacko.de/CREATURES/CC028/side.png,https://spacko.de/CREATURES/CC028/back.png
CC029,Bulbleaf Kippi,1799,24,0.95,Master of Kitchen,"With oversized ears and enormous, gleaming eyes, Bulbleaf Kippi delights all with its friendly smile and fuzzy golden-orange fur. A gentle companion, perfect for play and storytime.",https://spacko.de/CREATURES/CC029/front.png,https://spacko.de/CREATURES/CC029/side.png,https://spacko.de/CREATURES/CC029/back.png
CC030,Eyestalk Meadow,4125,35,10,Master of Garden,"A surreal cluster of peach-pink stalks, each topped with a curious eye peering from a tuft of bright grass. Eyestalk Meadow fascinates and inspires, transforming any room into an imaginative world.",https://spacko.de/CREATURES/CC030/front.png,https://spacko.de/CREATURES/CC030/side.png,https://spacko.de/CREATURES/CC030/back.png
CC031,Emberstone Echo,1.999,"1.89",100,Master of Garden,"Humming with warm light and mystical energy, this rugged, glowing rock pulses softly. Emberstone Echo is calm and sturdy, ideal for creative adventures and cozy moments.",https://spacko.de/CREATURES/CC031/front.png,https://spacko.de/CREATURES/CC031/side.png,https://spacko.de/CREATURES/CC031/back.png
CC032,Smolderfin Draco,2675,34,5.6,Master of Library,"Ancient and mesmerizing, Smolderfin Draco features a shimmering blue-and-orange fin and reptilian head, wreathed in magical mist. Regal and brave, it guards and encourages imaginative play.",https://spacko.de/CREATURES/CC032/front.jpg,https://spacko.de/CREATURES/CC032/side.png,https://spacko.de/CREATURES/CC032/back.png
CC033,Stonemind Muse,849,37,13.2,Master of Library,"Sculpted from ancient rock, Stonemind Muse stands as a mysterious guardian of creativity. Its textured surface and timeless form spark inspiration and wonder in every playroom setting.",https://spacko.de/CREATURES/CC033/front.png,https://spacko.de/CREATURES/CC033/side.png,https://spacko.de/CREATURES/CC033/back.png
CC034,Luminite Sphere,5350,26,17.5,Master of Library,"A mesmerizing sphere flecked with tiny glowing lights and swirls of soft mist. Luminite Sphere radiates calm energy, creating a magical atmosphere perfect for relaxation and dreams.",https://spacko.de/CREATURES/CC034/front.png,https://spacko.de/CREATURES/CC034/side.png,https://spacko.de/CREATURES/CC034/back.png
CC035,Bristleback Titan,1430,39,40,Master of Playroom,"With rugged hide and bright, scattered sparks glowing along its spiked crown, Bristleback Titan commands attention. Strong and steadfast, it brings adventurous excitement to imaginative play.",https://spacko.de/CREATURES/CC035/front.png,https://spacko.de/CREATURES/CC035/side.png,https://spacko.de/CREATURES/CC035/back.png
CC036,Starflare Serpent,1099,32,60,Master of Playroom,"Coiled and alert with glowing eyes and radiant spines, Starflare Serpent is both enchanting and playful. Its dazzling features transform any space into a mystical land of light and laughter.",https://spacko.de/CREATURES/CC036/front.png,https://spacko.de/CREATURES/CC036/side.png,https://spacko.de/CREATURES/CC036/back.png
CC037,Glowglen Hatchling,3.250,20,1.0,Master of Toilet,"A gentle, peach-scaled baby creature perched on a classic pedestal, shimmering with a soft light from its nose and belly. Curious and sweet-natured, the Glowglen Hatchling brings comfort and warmth'perfect for little dreamers at bedtime.",https://spacko.de/CREATURES/CC037/front.png,https://spacko.de/CREATURES/CC037/side.png,https://spacko.de/CREATURES/CC037/back.png
CC038,Grinspine Watcher,789,29,26,Master of Entryway,"This clever, upright frog-like guardian with orange-and-teal speckled skin adds playful charm to any space. Grinspine Watcher keeps a silent, friendly vigil'welcoming guests with its wise, winking gaze.",https://spacko.de/CREATURES/CC038/front.png,https://spacko.de/CREATURES/CC038/side.png,https://spacko.de/CREATURES/CC038/back.png
CC039,Firespark Sprinter,1875,40,0.8,Master of Playroom,"Energetic and poised, the Firespark Sprinter's glowing scales and twinkling spines radiate warmth and joy. Always ready for adventure, it inspires energetic play and bright smiles throughout the day.",https://spacko.de/CREATURES/CC039/front.png,https://spacko.de/CREATURES/CC039/side.png,https://spacko.de/CREATURES/CC039/back.png
CC040,Emberberry Gourd,2490,37,31,Master of Kitchen,"Round-bellied and spiny with a soft golden sheen, Emberberry Gourd is the cheerful heart of the kitchen. It loves to watch over mealtimes and adds a dash of fantasy to the daily routine.",https://spacko.de/CREATURES/CC040/front.png,https://spacko.de/CREATURES/CC040/side.png,https://spacko.de/CREATURES/CC040/back.png
CC041,Pebblehorn Croaker,4.050,39,55,Master of Bathroom,"With wide eyes and textured, pebble-like skin, Pebblehorn Croaker perches in peace. A gentle friend for bath time or quiet moments, its cheerful presence delights and calms all ages.",https://spacko.de/CREATURES/CC041/front.png,https://spacko.de/CREATURES/CC041/side.png,https://spacko.de/CREATURES/CC041/back.png
CC042,Aurelia Regent,1215,"133",42,Master of Living Room,"Draped in sequins that shimmer like starlight and framed by plumes of velvet, Madame Lustria reigns over the living room. With a laugh as rich as champagne and a presence that commands both couch and chandelier, she turns every gathering into a stage and every story into a spectacle",https://spacko.de/CREATURES/CC042/front.jpg,https://spacko.de/CREATURES/CC042/side.png,https://spacko.de/CREATURES/CC042/back.png
CC043,Ironblaze Drakling,1.599,47,16,Master of Basement,"Stocky and determined, Ironblaze Drakling's luminous golden eyes and powerful stance turn any basement into a secret lair. It watches over hidden treasures and inspires brave adventures below.",https://spacko.de/CREATURES/CC043/front.png,https://spacko.de/CREATURES/CC043/side.png,https://spacko.de/CREATURES/CC043/back.png
CC044,Wisptangle Haunt,2340,58,37,Master of Rooftop,"Draped in glowing, misty shrouds, Wisptangle Haunt glides with mysterious energy. Its sparkling trails bring stories and intrigue, making the attic a place of creative wonder.",https://spacko.de/CREATURES/CC044/front.png,https://spacko.de/CREATURES/CC044/side.png,https://spacko.de/CREATURES/CC044/back.png
CC045,Glowfin Gremkin,929,38,20,Master of Entryway,"Glimmering with scales and glowing eyes, Glowfin Gremkin stands proudly on a rocky base. Its joyful energy sparks motivation and happiness in everyday chores.",https://spacko.de/CREATURES/CC045/front.png,https://spacko.de/CREATURES/CC045/side.png,https://spacko.de/CREATURES/CC045/back.png
CC046,Wavewhisker Siren,3875,52,23.4,Master of Bathroom,"A whimsical, aquatic creature blending playful lizard charm with graceful fins and a brilliant, mischievous grin. Radiates light and laughter, adding fantasy to the bathroom.",https://spacko.de/CREATURES/CC046/front.png,https://spacko.de/CREATURES/CC046/side.png,https://spacko.de/CREATURES/CC046/back.png
CC047,Mistcurl Levi,1.280,63,47,Master of Bathroom,"Calm and contemplative, this serpentine creature coils with oceanic elegance. Mistcurl Levi's textured skin and peaceful gaze make it the perfect guardian of greenery and sunlight.",https://spacko.de/CREATURES/CC047/front.png,https://spacko.de/CREATURES/CC047/side.png,https://spacko.de/CREATURES/CC047/back.png
CC048,Lumenorb Cherub,1460,76,2.3,Master of Bedroom ,"A radiant sphere aglow with stardust, Lumenorb Cherub perches atop forgotten pages. Its warm shimmer brings wisdom and calm, turning libraries into sanctuaries of gentle light.",https://spacko.de/CREATURES/CC048/front.png,https://spacko.de/CREATURES/CC048/side.png,https://spacko.de/CREATURES/CC048/back.png
CC049,Kindleflit Spryte,2740,61,9.0,Master of Library,"Alive with golden fire and quick delight, Kindleflit Spryte crackles with playful energy. Wherever it lingers, hearths brighten and stories leap to life with dazzling flame.",https://spacko.de/CREATURES/CC049/front.png,https://spacko.de/CREATURES/CC049/side.png,https://spacko.de/CREATURES/CC049/back.png
CC050,Glimscale Oracle,5999,83,29,Master of Library,"Crowned in fins and veiled in ocean light, Glimscale Oracle hums with ancient song. Its glowing chest carries whispers of the deep, filling chambers with tides of mystery.",https://spacko.de/CREATURES/CC050/front.png,https://spacko.de/CREATURES/CC050/side.png,https://spacko.de/CREATURES/CC050/back.png
CC051,Stonegaze Hatchling,1120,42,23,Master of Library,"Perched upon a rugged stone, Stonegaze Hatchling radiates warmth through its amber-lit scales and wide, watchful eyes. Its playful yet protective nature brings both comfort and courage, guiding households with steady companionship and a spark of wonder.",https://spacko.de/CREATURES/CC051/front.jpg,https://spacko.de/CREATURES/CC051/side.png,https://spacko.de/CREATURES/CC051/back.png
